id	category	recipe	ingredient	step
preserving-prickly-pears:lime:7	canning-and-preserves	preserving-prickly-pears	lime	7
preserving-prickly-pears:wine:7	canning-and-preserves	preserving-prickly-pears	wine	7
preserving-prickly-pears:extract:7	canning-and-preserves	preserving-prickly-pears	extract	7
preserving-prickly-pears:feet:7	canning-and-preserves	preserving-prickly-pears	feet	7
preserving-prickly-pears:beets:7	canning-and-preserves	preserving-prickly-pears	beets	7
preserving-prickly-pears:poultry:7	canning-and-preserves	preserving-prickly-pears	poultry	7
preserving-prickly-pears:cactus:7	canning-and-preserves	preserving-prickly-pears	cactus	7
preserving-prickly-pears:gluten:7	canning-and-preserves	preserving-prickly-pears	gluten	7
preserving-prickly-pears:-:7	canning-and-preserves	preserving-prickly-pears	-	7
preserving-prickly-pears:free_flour:7	canning-and-preserves	preserving-prickly-pears	free_flour	7
preserving-prickly-pears:prickly_pears:7	canning-and-preserves	preserving-prickly-pears	prickly_pears	7
preserving-prickly-pears:water:8	canning-and-preserves	preserving-prickly-pears	water	8
preserving-prickly-pears:milk:8	canning-and-preserves	preserving-prickly-pears	milk	8
preserving-prickly-pears:fruit:8	canning-and-preserves	preserving-prickly-pears	fruit	8
preserving-prickly-pears:seeds:8	canning-and-preserves	preserving-prickly-pears	seeds	8
preserving-prickly-pears:leaves:8	canning-and-preserves	preserving-prickly-pears	leaves	8
preserving-prickly-pears:lime:8	canning-and-preserves	preserving-prickly-pears	lime	8
preserving-prickly-pears:wine:8	canning-and-preserves	preserving-prickly-pears	wine	8
preserving-prickly-pears:extract:8	canning-and-preserves	preserving-prickly-pears	extract	8
preserving-prickly-pears:feet:8	canning-and-preserves	preserving-prickly-pears	feet	8
preserving-prickly-pears:beets:8	canning-and-preserves	preserving-prickly-pears	beets	8
preserving-prickly-pears:poultry:8	canning-and-preserves	preserving-prickly-pears	poultry	8
preserving-prickly-pears:cactus:8	canning-and-preserves	preserving-prickly-pears	cactus	8
preserving-prickly-pears:gluten:8	canning-and-preserves	preserving-prickly-pears	gluten	8
preserving-prickly-pears:-:8	canning-and-preserves	preserving-prickly-pears	-	8
preserving-prickly-pears:free_flour:8	canning-and-preserves	preserving-prickly-pears	free_flour	8
preserving-prickly-pears:prickly_pears:8	canning-and-preserves	preserving-prickly-pears	prickly_pears	8
preserving-prickly-pears:water:9	canning-and-preserves	preserving-prickly-pears	water	9
preserving-prickly-pears:milk:9	canning-and-preserves	preserving-prickly-pears	milk	9
preserving-prickly-pears:fruit:9	canning-and-preserves	preserving-prickly-pears	fruit	9
preserving-prickly-pears:seeds:9	canning-and-preserves	preserving-prickly-pears	seeds	9
preserving-prickly-pears:leaves:9	canning-and-preserves	preserving-prickly-pears	leaves	9
preserving-prickly-pears:lime:9	canning-and-preserves	preserving-prickly-pears	lime	9
preserving-prickly-pears:wine:9	canning-and-preserves	preserving-prickly-pears	wine	9
preserving-prickly-pears:extract:9	canning-and-preserves	preserving-prickly-pears	extract	9
preserving-prickly-pears:feet:9	canning-and-preserves	preserving-prickly-pears	feet	9
preserving-prickly-pears:beets:9	canning-and-preserves	preserving-prickly-pears	beets	9
preserving-prickly-pears:poultry:9	canning-and-preserves	preserving-prickly-pears	poultry	9
preserving-prickly-pears:cactus:9	canning-and-preserves	preserving-prickly-pears	cactus	9
preserving-prickly-pears:gluten:9	canning-and-preserves	preserving-prickly-pears	gluten	9
preserving-prickly-pears:-:9	canning-and-preserves	preserving-prickly-pears	-	9
preserving-prickly-pears:free_flour:9	canning-and-preserves	preserving-prickly-pears	free_flour	9
preserving-prickly-pears:prickly_pears:9	canning-and-preserves	preserving-prickly-pears	prickly_pears	9
preserving-prickly-pears:water:10	canning-and-preserves	preserving-prickly-pears	water	10
preserving-prickly-pears:milk:10	canning-and-preserves	preserving-prickly-pears	milk	10
preserving-prickly-pears:fruit:10	canning-and-preserves	preserving-prickly-pears	fruit	10
preserving-prickly-pears:seeds:10	canning-and-preserves	preserving-prickly-pears	seeds	10
preserving-prickly-pears:leaves:10	canning-and-preserves	preserving-prickly-pears	leaves	10
preserving-prickly-pears:lime:10	canning-and-preserves	preserving-prickly-pears	lime	10
preserving-prickly-pears:wine:10	canning-and-preserves	preserving-prickly-pears	wine	10
preserving-prickly-pears:extract:10	canning-and-preserves	preserving-prickly-pears	extract	10
preserving-prickly-pears:feet:10	canning-and-preserves	preserving-prickly-pears	feet	10
preserving-prickly-pears:beets:10	canning-and-preserves	preserving-prickly-pears	beets	10
preserving-prickly-pears:poultry:10	canning-and-preserves	preserving-prickly-pears	poultry	10
preserving-prickly-pears:cactus:10	canning-and-preserves	preserving-prickly-pears	cactus	10
preserving-prickly-pears:gluten:10	canning-and-preserves	preserving-prickly-pears	gluten	10
preserving-prickly-pears:-:10	canning-and-preserves	preserving-prickly-pears	-	10
preserving-prickly-pears:free_flour:10	canning-and-preserves	preserving-prickly-pears	free_flour	10
preserving-prickly-pears:prickly_pears:10	canning-and-preserves	preserving-prickly-pears	prickly_pears	10
chocolate-bacon-toffee:sugar:0	bacon	chocolate-bacon-toffee	sugar	0
chocolate-bacon-toffee:butter:0	bacon	chocolate-bacon-toffee	butter	0
chocolate-bacon-toffee:salt:0	bacon	chocolate-bacon-toffee	salt	0
chocolate-bacon-toffee:chocolate:0	bacon	chocolate-bacon-toffee	chocolate	0
chocolate-bacon-toffee:candy:0	bacon	chocolate-bacon-toffee	candy	0
chocolate-bacon-toffee:bacon:0	bacon	chocolate-bacon-toffee	bacon	0
chocolate-bacon-toffee:sugar:1	bacon	chocolate-bacon-toffee	sugar	1
chocolate-bacon-toffee:butter:1	bacon	chocolate-bacon-toffee	butter	1
chocolate-bacon-toffee:salt:1	bacon	chocolate-bacon-toffee	salt	1
chocolate-bacon-toffee:chocolate:1	bacon	chocolate-bacon-toffee	chocolate	1
chocolate-bacon-toffee:candy:1	bacon	chocolate-bacon-toffee	candy	1
chocolate-bacon-toffee:bacon:1	bacon	chocolate-bacon-toffee	bacon	1
chocolate-bacon-toffee:sugar:2	bacon	chocolate-bacon-toffee	sugar	2
chocolate-bacon-toffee:butter:2	bacon	chocolate-bacon-toffee	butter	2
chocolate-bacon-toffee:salt:2	bacon	chocolate-bacon-toffee	salt	2
chocolate-bacon-toffee:chocolate:2	bacon	chocolate-bacon-toffee	chocolate	2
chocolate-bacon-toffee:candy:2	bacon	chocolate-bacon-toffee	candy	2
chocolate-bacon-toffee:bacon:2	bacon	chocolate-bacon-toffee	bacon	2
chocolate-bacon-toffee:sugar:3	bacon	chocolate-bacon-toffee	sugar	3
chocolate-bacon-toffee:butter:3	bacon	chocolate-bacon-toffee	butter	3
chocolate-bacon-toffee:salt:3	bacon	chocolate-bacon-toffee	salt	3
chocolate-bacon-toffee:chocolate:3	bacon	chocolate-bacon-toffee	chocolate	3
chocolate-bacon-toffee:candy:3	bacon	chocolate-bacon-toffee	candy	3
chocolate-bacon-toffee:bacon:3	bacon	chocolate-bacon-toffee	bacon	3
chocolate-bacon-toffee:sugar:4	bacon	chocolate-bacon-toffee	sugar	4
chocolate-bacon-toffee:butter:4	bacon	chocolate-bacon-toffee	butter	4
chocolate-bacon-toffee:salt:4	bacon	chocolate-bacon-toffee	salt	4
chocolate-bacon-toffee:chocolate:4	bacon	chocolate-bacon-toffee	chocolate	4
chocolate-bacon-toffee:candy:4	bacon	chocolate-bacon-toffee	candy	4
chocolate-bacon-toffee:bacon:4	bacon	chocolate-bacon-toffee	bacon	4
easy-fried-smores-recipe:sugar:0	dessert	easy-fried-smores-recipe	sugar	0
easy-fried-smores-recipe:flour:0	dessert	easy-fried-smores-recipe	flour	0
easy-fried-smores-recipe:milk:0	dessert	easy-fried-smores-recipe	milk	0
easy-fried-smores-recipe:eggs:0	dessert	easy-fried-smores-recipe	eggs	0
easy-fried-smores-recipe:baking_powder:0	dessert	easy-fried-smores-recipe	baking_powder	0
easy-fried-smores-recipe:vegetable_oil:0	dessert	easy-fried-smores-recipe	vegetable_oil	0
easy-fried-smores-recipe:crackers:0	dessert	easy-fried-smores-recipe	crackers	0
easy-fried-smores-recipe:cake_batter:0	dessert	easy-fried-smores-recipe	cake_batter	0
easy-fried-smores-recipe:chocolate_bars:0	dessert	easy-fried-smores-recipe	chocolate_bars	0
easy-fried-smores-recipe:peanut_oil:0	dessert	easy-fried-smores-recipe	peanut_oil	0
easy-fried-smores-recipe:sugar:1	dessert	easy-fried-smores-recipe	sugar	1
easy-fried-smores-recipe:flour:1	dessert	easy-fried-smores-recipe	flour	1
easy-fried-smores-recipe:milk:1	dessert	easy-fried-smores-recipe	milk	1
easy-fried-smores-recipe:eggs:1	dessert	easy-fried-smores-recipe	eggs	1
easy-fried-smores-recipe:baking_powder:1	dessert	easy-fried-smores-recipe	baking_powder	1
easy-fried-smores-recipe:vegetable_oil:1	dessert	easy-fried-smores-recipe	vegetable_oil	1
easy-fried-smores-recipe:crackers:1	dessert	easy-fried-smores-recipe	crackers	1
easy-fried-smores-recipe:cake_batter:1	dessert	easy-fried-smores-recipe	cake_batter	1
easy-fried-smores-recipe:chocolate_bars:1	dessert	easy-fried-smores-recipe	chocolate_bars	1
easy-fried-smores-recipe:peanut_oil:1	dessert	easy-fried-smores-recipe	peanut_oil	1
easy-fried-smores-recipe:sugar:2	dessert	easy-fried-smores-recipe	sugar	2
easy-fried-smores-recipe:flour:2	dessert	easy-fried-smores-recipe	flour	2
easy-fried-smores-recipe:milk:2	dessert	easy-fried-smores-recipe	milk	2
easy-fried-smores-recipe:eggs:2	dessert	easy-fried-smores-recipe	eggs	2
easy-fried-smores-recipe:baking_powder:2	dessert	easy-fried-smores-recipe	baking_powder	2
easy-fried-smores-recipe:vegetable_oil:2	dessert	easy-fried-smores-recipe	vegetable_oil	2
easy-fried-smores-recipe:crackers:2	dessert	easy-fried-smores-recipe	crackers	2
easy-fried-smores-recipe:cake_batter:2	dessert	easy-fried-smores-recipe	cake_batter	2
easy-fried-smores-recipe:chocolate_bars:2	dessert	easy-fried-smores-recipe	chocolate_bars	2
easy-fried-smores-recipe:peanut_oil:2	dessert	easy-fried-smores-recipe	peanut_oil	2
easy-fried-smores-recipe:sugar:3	dessert	easy-fried-smores-recipe	sugar	3
easy-fried-smores-recipe:flour:3	dessert	easy-fried-smores-recipe	flour	3
easy-fried-smores-recipe:milk:3	dessert	easy-fried-smores-recipe	milk	3
easy-fried-smores-recipe:eggs:3	dessert	easy-fried-smores-recipe	eggs	3
easy-fried-smores-recipe:baking_powder:3	dessert	easy-fried-smores-recipe	baking_powder	3
easy-fried-smores-recipe:vegetable_oil:3	dessert	easy-fried-smores-recipe	vegetable_oil	3
easy-fried-smores-recipe:crackers:3	dessert	easy-fried-smores-recipe	crackers	3
easy-fried-smores-recipe:cake_batter:3	dessert	easy-fried-smores-recipe	cake_batter	3
easy-fried-smores-recipe:chocolate_bars:3	dessert	easy-fried-smores-recipe	chocolate_bars	3
easy-fried-smores-recipe:peanut_oil:3	dessert	easy-fried-smores-recipe	peanut_oil	3
piesagna:salt:0	pie	piesagna	salt	0
piesagna:garlic:0	pie	piesagna	garlic	0
piesagna:pepper:0	pie	piesagna	pepper	0
piesagna:oregano:0	pie	piesagna	oregano	0
piesagna:minced_meat:0	pie	piesagna	minced_meat	0
piesagna:creme_fraiche:0	pie	piesagna	creme_fraiche	0
piesagna:salt:1	pie	piesagna	salt	1
piesagna:garlic:1	pie	piesagna	garlic	1
piesagna:pepper:1	pie	piesagna	pepper	1
piesagna:oregano:1	pie	piesagna	oregano	1
piesagna:minced_meat:1	pie	piesagna	minced_meat	1
piesagna:creme_fraiche:1	pie	piesagna	creme_fraiche	1
piesagna:salt:2	pie	piesagna	salt	2
piesagna:garlic:2	pie	piesagna	garlic	2
piesagna:pepper:2	pie	piesagna	pepper	2
piesagna:oregano:2	pie	piesagna	oregano	2
piesagna:minced_meat:2	pie	piesagna	minced_meat	2
piesagna:creme_fraiche:2	pie	piesagna	creme_fraiche	2
piesagna:salt:3	pie	piesagna	salt	3
piesagna:garlic:3	pie	piesagna	garlic	3
piesagna:pepper:3	pie	piesagna	pepper	3
piesagna:oregano:3	pie	piesagna	oregano	3
piesagna:minced_meat:3	pie	piesagna	minced_meat	3
piesagna:creme_fraiche:3	pie	piesagna	creme_fraiche	3
piesagna:salt:4	pie	piesagna	salt	4
piesagna:garlic:4	pie	piesagna	garlic	4
piesagna:pepper:4	pie	piesagna	pepper	4
piesagna:oregano:4	pie	piesagna	oregano	4
piesagna:minced_meat:4	pie	piesagna	minced_meat	4
piesagna:creme_fraiche:4	pie	piesagna	creme_fraiche	4
piesagna:salt:5	pie	piesagna	salt	5
piesagna:garlic:5	pie	piesagna	garlic	5
piesagna:pepper:5	pie	piesagna	pepper	5
piesagna:oregano:5	pie	piesagna	oregano	5
piesagna:minced_meat:5	pie	piesagna	minced_meat	5
piesagna:creme_fraiche:5	pie	piesagna	creme_fraiche	5
piesagna:salt:6	pie	piesagna	salt	6
piesagna:garlic:6	pie	piesagna	garlic	6
piesagna:pepper:6	pie	piesagna	pepper	6
piesagna:oregano:6	pie	piesagna	oregano	6
piesagna:minced_meat:6	pie	piesagna	minced_meat	6
piesagna:creme_fraiche:6	pie	piesagna	creme_fraiche	6
mm-paman-cookies:cookies:0	dessert	mm-paman-cookies	cookies	0
mm-paman-cookies:cookies:1	dessert	mm-paman-cookies	cookies	1
mm-paman-cookies:cookies:2	dessert	mm-paman-cookies	cookies	2
mm-paman-cookies:cookies:3	dessert	mm-paman-cookies	cookies	3
french-dip-sandwiches:cheese:0	sandwiches	french-dip-sandwiches	cheese	0
french-dip-sandwiches:onions:0	sandwiches	french-dip-sandwiches	onions	0
french-dip-sandwiches:soup:0	sandwiches	french-dip-sandwiches	soup	0
french-dip-sandwiches:vinegar:0	sandwiches	french-dip-sandwiches	vinegar	0
french-dip-sandwiches:sandwiches:0	sandwiches	french-dip-sandwiches	sandwiches	0
french-dip-sandwiches:buns:0	sandwiches	french-dip-sandwiches	buns	0
french-dip-sandwiches:white_wine:0	sandwiches	french-dip-sandwiches	white_wine	0
french-dip-sandwiches:rice_wine_vinegar:0	sandwiches	french-dip-sandwiches	rice_wine_vinegar	0
french-dip-sandwiches:cheese:1	sandwiches	french-dip-sandwiches	cheese	1
french-dip-sandwiches:onions:1	sandwiches	french-dip-sandwiches	onions	1
french-dip-sandwiches:soup:1	sandwiches	french-dip-sandwiches	soup	1
french-dip-sandwiches:vinegar:1	sandwiches	french-dip-sandwiches	vinegar	1
french-dip-sandwiches:sandwiches:1	sandwiches	french-dip-sandwiches	sandwiches	1
french-dip-sandwiches:buns:1	sandwiches	french-dip-sandwiches	buns	1
french-dip-sandwiches:white_wine:1	sandwiches	french-dip-sandwiches	white_wine	1
french-dip-sandwiches:rice_wine_vinegar:1	sandwiches	french-dip-sandwiches	rice_wine_vinegar	1
french-dip-sandwiches:cheese:2	sandwiches	french-dip-sandwiches	cheese	2
french-dip-sandwiches:onions:2	sandwiches	french-dip-sandwiches	onions	2
french-dip-sandwiches:soup:2	sandwiches	french-dip-sandwiches	soup	2
french-dip-sandwiches:vinegar:2	sandwiches	french-dip-sandwiches	vinegar	2
french-dip-sandwiches:sandwiches:2	sandwiches	french-dip-sandwiches	sandwiches	2
french-dip-sandwiches:buns:2	sandwiches	french-dip-sandwiches	buns	2
french-dip-sandwiches:white_wine:2	sandwiches	french-dip-sandwiches	white_wine	2
french-dip-sandwiches:rice_wine_vinegar:2	sandwiches	french-dip-sandwiches	rice_wine_vinegar	2
french-dip-sandwiches:cheese:3	sandwiches	french-dip-sandwiches	cheese	3
french-dip-sandwiches:onions:3	sandwiches	french-dip-sandwiches	onions	3
french-dip-sandwiches:soup:3	sandwiches	french-dip-sandwiches	soup	3
french-dip-sandwiches:vinegar:3	sandwiches	french-dip-sandwiches	vinegar	3
french-dip-sandwiches:sandwiches:3	sandwiches	french-dip-sandwiches	sandwiches	3
french-dip-sandwiches:buns:3	sandwiches	french-dip-sandwiches	buns	3
french-dip-sandwiches:white_wine:3	sandwiches	french-dip-sandwiches	white_wine	3
french-dip-sandwiches:rice_wine_vinegar:3	sandwiches	french-dip-sandwiches	rice_wine_vinegar	3
french-dip-sandwiches:cheese:4	sandwiches	french-dip-sandwiches	cheese	4
french-dip-sandwiches:onions:4	sandwiches	french-dip-sandwiches	onions	4
french-dip-sandwiches:soup:4	sandwiches	french-dip-sandwiches	soup	4
french-dip-sandwiches:vinegar:4	sandwiches	french-dip-sandwiches	vinegar	4
french-dip-sandwiches:sandwiches:4	sandwiches	french-dip-sandwiches	sandwiches	4
french-dip-sandwiches:buns:4	sandwiches	french-dip-sandwiches	buns	4
french-dip-sandwiches:white_wine:4	sandwiches	french-dip-sandwiches	white_wine	4
french-dip-sandwiches:rice_wine_vinegar:4	sandwiches	french-dip-sandwiches	rice_wine_vinegar	4
mango-mint-ice-tea:water:0	homebrew	mango-mint-ice-tea	water	0
mango-mint-ice-tea:lemon_juice:0	homebrew	mango-mint-ice-tea	lemon_juice	0
mango-mint-ice-tea:hot_water:0	homebrew	mango-mint-ice-tea	hot_water	0
mango-mint-ice-tea:mint_leaves:0	homebrew	mango-mint-ice-tea	mint_leaves	0
mango-mint-ice-tea:black_tea:0	homebrew	mango-mint-ice-tea	black_tea	0
mango-mint-ice-tea:water:1	homebrew	mango-mint-ice-tea	water	1
mango-mint-ice-tea:lemon_juice:1	homebrew	mango-mint-ice-tea	lemon_juice	1
mango-mint-ice-tea:hot_water:1	homebrew	mango-mint-ice-tea	hot_water	1
mango-mint-ice-tea:mint_leaves:1	homebrew	mango-mint-ice-tea	mint_leaves	1
mango-mint-ice-tea:black_tea:1	homebrew	mango-mint-ice-tea	black_tea	1
mango-mint-ice-tea:water:2	homebrew	mango-mint-ice-tea	water	2
mango-mint-ice-tea:lemon_juice:2	homebrew	mango-mint-ice-tea	lemon_juice	2
mango-mint-ice-tea:hot_water:2	homebrew	mango-mint-ice-tea	hot_water	2
mango-mint-ice-tea:mint_leaves:2	homebrew	mango-mint-ice-tea	mint_leaves	2
mango-mint-ice-tea:black_tea:2	homebrew	mango-mint-ice-tea	black_tea	2
mango-mint-ice-tea:water:3	homebrew	mango-mint-ice-tea	water	3
mango-mint-ice-tea:lemon_juice:3	homebrew	mango-mint-ice-tea	lemon_juice	3
mango-mint-ice-tea:hot_water:3	homebrew	mango-mint-ice-tea	hot_water	3
mango-mint-ice-tea:mint_leaves:3	homebrew	mango-mint-ice-tea	mint_leaves	3
mango-mint-ice-tea:black_tea:3	homebrew	mango-mint-ice-tea	black_tea	3
mango-mint-ice-tea:water:4	homebrew	mango-mint-ice-tea	water	4
mango-mint-ice-tea:lemon_juice:4	homebrew	mango-mint-ice-tea	lemon_juice	4
mango-mint-ice-tea:hot_water:4	homebrew	mango-mint-ice-tea	hot_water	4
mango-mint-ice-tea:mint_leaves:4	homebrew	mango-mint-ice-tea	mint_leaves	4
mango-mint-ice-tea:black_tea:4	homebrew	mango-mint-ice-tea	black_tea	4
mango-mint-ice-tea:water:5	homebrew	mango-mint-ice-tea	water	5
mango-mint-ice-tea:lemon_juice:5	homebrew	mango-mint-ice-tea	lemon_juice	5
mango-mint-ice-tea:hot_water:5	homebrew	mango-mint-ice-tea	hot_water	5
mango-mint-ice-tea:mint_leaves:5	homebrew	mango-mint-ice-tea	mint_leaves	5
mango-mint-ice-tea:black_tea:5	homebrew	mango-mint-ice-tea	black_tea	5
mango-mint-ice-tea:water:6	homebrew	mango-mint-ice-tea	water	6
mango-mint-ice-tea:lemon_juice:6	homebrew	mango-mint-ice-tea	lemon_juice	6
mango-mint-ice-tea:hot_water:6	homebrew	mango-mint-ice-tea	hot_water	6
mango-mint-ice-tea:mint_leaves:6	homebrew	mango-mint-ice-tea	mint_leaves	6
mango-mint-ice-tea:black_tea:6	homebrew	mango-mint-ice-tea	black_tea	6
pi-cake:water:0	cake	pi-cake	water	0
pi-cake:butter:0	cake	pi-cake	butter	0
pi-cake:salt:0	cake	pi-cake	salt	0
pi-cake:flour:0	cake	pi-cake	flour	0
pi-cake:eggs:0	cake	pi-cake	eggs	0
pi-cake:cake:0	cake	pi-cake	cake	0
pi-cake:cream:0	cake	pi-cake	cream	0
pi-cake:vanilla:0	cake	pi-cake	vanilla	0
pi-cake:vanilla_extract:0	cake	pi-cake	vanilla_extract	0
pi-cake:brown_sugar:0	cake	pi-cake	brown_sugar	0
pi-cake:baking_soda:0	cake	pi-cake	baking_soda	0
pi-cake:sour_cream:0	cake	pi-cake	sour_cream	0
pi-cake:cocoa:0	cake	pi-cake	cocoa	0
pi-cake:all:0	cake	pi-cake	all	0
pi-cake:-:0	cake	pi-cake	-	0
pi-cake:purpose_flour:0	cake	pi-cake	purpose_flour	0
pi-cake:margarine:0	cake	pi-cake	margarine	0
pi-cake:baking_cocoa:0	cake	pi-cake	baking_cocoa	0
pi-cake:water:1	cake	pi-cake	water	1
pi-cake:butter:1	cake	pi-cake	butter	1
pi-cake:salt:1	cake	pi-cake	salt	1
pi-cake:flour:1	cake	pi-cake	flour	1
pi-cake:eggs:1	cake	pi-cake	eggs	1
pi-cake:cake:1	cake	pi-cake	cake	1
pi-cake:cream:1	cake	pi-cake	cream	1
pi-cake:vanilla:1	cake	pi-cake	vanilla	1
pi-cake:vanilla_extract:1	cake	pi-cake	vanilla_extract	1
pi-cake:brown_sugar:1	cake	pi-cake	brown_sugar	1
pi-cake:baking_soda:1	cake	pi-cake	baking_soda	1
pi-cake:sour_cream:1	cake	pi-cake	sour_cream	1
pi-cake:cocoa:1	cake	pi-cake	cocoa	1
pi-cake:all:1	cake	pi-cake	all	1
pi-cake:-:1	cake	pi-cake	-	1
pi-cake:purpose_flour:1	cake	pi-cake	purpose_flour	1
pi-cake:margarine:1	cake	pi-cake	margarine	1
pi-cake:baking_cocoa:1	cake	pi-cake	baking_cocoa	1
pi-cake:water:2	cake	pi-cake	water	2
pi-cake:butter:2	cake	pi-cake	butter	2
pi-cake:salt:2	cake	pi-cake	salt	2
pi-cake:flour:2	cake	pi-cake	flour	2
pi-cake:eggs:2	cake	pi-cake	eggs	2
pi-cake:cake:2	cake	pi-cake	cake	2
pi-cake:cream:2	cake	pi-cake	cream	2
pi-cake:vanilla:2	cake	pi-cake	vanilla	2
pi-cake:vanilla_extract:2	cake	pi-cake	vanilla_extract	2
pi-cake:brown_sugar:2	cake	pi-cake	brown_sugar	2
pi-cake:baking_soda:2	cake	pi-cake	baking_soda	2
pi-cake:sour_cream:2	cake	pi-cake	sour_cream	2
pi-cake:cocoa:2	cake	pi-cake	cocoa	2
pi-cake:all:2	cake	pi-cake	all	2
pi-cake:-:2	cake	pi-cake	-	2
pi-cake:purpose_flour:2	cake	pi-cake	purpose_flour	2
pi-cake:margarine:2	cake	pi-cake	margarine	2
pi-cake:baking_cocoa:2	cake	pi-cake	baking_cocoa	2
pi-cake:water:3	cake	pi-cake	water	3
pi-cake:butter:3	cake	pi-cake	butter	3
pi-cake:salt:3	cake	pi-cake	salt	3
pi-cake:flour:3	cake	pi-cake	flour	3
pi-cake:eggs:3	cake	pi-cake	eggs	3
pi-cake:cake:3	cake	pi-cake	cake	3
pi-cake:cream:3	cake	pi-cake	cream	3
pi-cake:vanilla:3	cake	pi-cake	vanilla	3
pi-cake:vanilla_extract:3	cake	pi-cake	vanilla_extract	3
pi-cake:brown_sugar:3	cake	pi-cake	brown_sugar	3
pi-cake:baking_soda:3	cake	pi-cake	baking_soda	3
pi-cake:sour_cream:3	cake	pi-cake	sour_cream	3
pi-cake:cocoa:3	cake	pi-cake	cocoa	3
pi-cake:all:3	cake	pi-cake	all	3
pi-cake:-:3	cake	pi-cake	-	3
pi-cake:purpose_flour:3	cake	pi-cake	purpose_flour	3
pi-cake:margarine:3	cake	pi-cake	margarine	3
pi-cake:baking_cocoa:3	cake	pi-cake	baking_cocoa	3
pi-cake:water:4	cake	pi-cake	water	4
pi-cake:butter:4	cake	pi-cake	butter	4
pi-cake:salt:4	cake	pi-cake	salt	4
pi-cake:flour:4	cake	pi-cake	flour	4
pi-cake:eggs:4	cake	pi-cake	eggs	4
pi-cake:cake:4	cake	pi-cake	cake	4
pi-cake:cream:4	cake	pi-cake	cream	4
pi-cake:vanilla:4	cake	pi-cake	vanilla	4
pi-cake:vanilla_extract:4	cake	pi-cake	vanilla_extract	4
pi-cake:brown_sugar:4	cake	pi-cake	brown_sugar	4
pi-cake:baking_soda:4	cake	pi-cake	baking_soda	4
pi-cake:sour_cream:4	cake	pi-cake	sour_cream	4
pi-cake:cocoa:4	cake	pi-cake	cocoa	4
pi-cake:all:4	cake	pi-cake	all	4
pi-cake:-:4	cake	pi-cake	-	4
pi-cake:purpose_flour:4	cake	pi-cake	purpose_flour	4
pi-cake:margarine:4	cake	pi-cake	margarine	4
pi-cake:baking_cocoa:4	cake	pi-cake	baking_cocoa	4
broth-vegetable-beef-or-chicken:water:0	soups-and-stews	broth-vegetable-beef-or-chicken	water	0
broth-vegetable-beef-or-chicken:meat:0	soups-and-stews	broth-vegetable-beef-or-chicken	meat	0
broth-vegetable-beef-or-chicken:garlic:0	soups-and-stews	broth-vegetable-beef-or-chicken	garlic	0
broth-vegetable-beef-or-chicken:broth:0	soups-and-stews	broth-vegetable-beef-or-chicken	broth	0
broth-vegetable-beef-or-chicken:bell_peppers:0	soups-and-stews	broth-vegetable-beef-or-chicken	bell_peppers	0
broth-vegetable-beef-or-chicken:cooking_liquid:0	soups-and-stews	broth-vegetable-beef-or-chicken	cooking_liquid	0
broth-vegetable-beef-or-chicken:water:1	soups-and-stews	broth-vegetable-beef-or-chicken	water	1
broth-vegetable-beef-or-chicken:meat:1	soups-and-stews	broth-vegetable-beef-or-chicken	meat	1
broth-vegetable-beef-or-chicken:garlic:1	soups-and-stews	broth-vegetable-beef-or-chicken	garlic	1
broth-vegetable-beef-or-chicken:broth:1	soups-and-stews	broth-vegetable-beef-or-chicken	broth	1
broth-vegetable-beef-or-chicken:bell_peppers:1	soups-and-stews	broth-vegetable-beef-or-chicken	bell_peppers	1
broth-vegetable-beef-or-chicken:cooking_liquid:1	soups-and-stews	broth-vegetable-beef-or-chicken	cooking_liquid	1
broth-vegetable-beef-or-chicken:water:2	soups-and-stews	broth-vegetable-beef-or-chicken	water	2
broth-vegetable-beef-or-chicken:meat:2	soups-and-stews	broth-vegetable-beef-or-chicken	meat	2
broth-vegetable-beef-or-chicken:garlic:2	soups-and-stews	broth-vegetable-beef-or-chicken	garlic	2
broth-vegetable-beef-or-chicken:broth:2	soups-and-stews	broth-vegetable-beef-or-chicken	broth	2
broth-vegetable-beef-or-chicken:bell_peppers:2	soups-and-stews	broth-vegetable-beef-or-chicken	bell_peppers	2
broth-vegetable-beef-or-chicken:cooking_liquid:2	soups-and-stews	broth-vegetable-beef-or-chicken	cooking_liquid	2
broth-vegetable-beef-or-chicken:water:3	soups-and-stews	broth-vegetable-beef-or-chicken	water	3
broth-vegetable-beef-or-chicken:meat:3	soups-and-stews	broth-vegetable-beef-or-chicken	meat	3
broth-vegetable-beef-or-chicken:garlic:3	soups-and-stews	broth-vegetable-beef-or-chicken	garlic	3
broth-vegetable-beef-or-chicken:broth:3	soups-and-stews	broth-vegetable-beef-or-chicken	broth	3
broth-vegetable-beef-or-chicken:bell_peppers:3	soups-and-stews	broth-vegetable-beef-or-chicken	bell_peppers	3
broth-vegetable-beef-or-chicken:cooking_liquid:3	soups-and-stews	broth-vegetable-beef-or-chicken	cooking_liquid	3
broth-vegetable-beef-or-chicken:water:4	soups-and-stews	broth-vegetable-beef-or-chicken	water	4
broth-vegetable-beef-or-chicken:meat:4	soups-and-stews	broth-vegetable-beef-or-chicken	meat	4
broth-vegetable-beef-or-chicken:garlic:4	soups-and-stews	broth-vegetable-beef-or-chicken	garlic	4
